nct_id,phases,enrollment,enrollment_type,start_date,primary_completion_date,sponsor_class,n_conditions,n_sites,n_countries
NCT01946412,PHASE3,33,ACTUAL,2013-12,2015-12,INDUSTRY,1,16,3
NCT03009019,PHASE3,631,ACTUAL,2016-12,2017-11,INDUSTRY,1,43,1
NCT00572572,PHASE3,69,ACTUAL,2007-12,2010-12,OTHER,1,6,1
NCT01299272,PHASE3,1249,ACTUAL,2011-05,2013-11,INDUSTRY,1,77,16
NCT03696277,PHASE2,21,ACTUAL,2018-10-01,2024-01-23,OTHER,1,1,1
NCT00562575,PHASE2,24,ACTUAL,2007-05,2008-02,INDUSTRY,1,1,1
NCT02177357,PHASE3,150,ACTUAL,1998-11,2000-01,INDUSTRY,1,0,0
NCT02464657,PHASE1|PHASE2,44,ACTUAL,2015-07,2020-05-07,OTHER,3,1,1
NCT02561481,PHASE1|PHASE2,60,ACTUAL,2015-12,2018-12,OTHER,1,1,1
NCT04445519,PHASE3,691,ACTUAL,2020-06-01,2022-09-16,INDUSTRY,2,1,1
NCT00256919,PHASE2,51,ACTUAL,2005-11,2006-11,INDUSTRY,1,17,5
NCT00197730,PHASE3,2387,ACTUAL,2004-06,2008-05,OTHER,2,1,1
NCT02951130,PHASE2,66,ACTUAL,2017-10-24,2024-09-30,NETWORK,4,19,1
NCT01099930,PHASE2,24,ACTUAL,2001-08,2012-11,OTHER,1,1,1
NCT05795595,PHASE1|PHASE2,19,ACTUAL,2023-03-13,2025-09-18,INDUSTRY,5,7,1
NCT01748539,PHASE2,140,ESTIMATED,2012-12,2013-09,INDUSTRY,1,1,1
NCT04318639,PHASE2|PHASE3,15,ACTUAL,2018-08-17,2019-12-31,FED,2,1,1
NCT05830539,PHASE1|PHASE2,68,ACTUAL,2022-03-10,2024-08-31,INDUSTRY,1,7,1
NCT01642901,PHASE3,16,ACTUAL,2012-09,2018-03,OTHER,1,1,1
NCT00817219,PHASE2,33,ACTUAL,2009-07,2011-12,INDUSTRY,1,8,1
NCT00234819,PHASE3,325,,2005-10,,INDUSTRY,1,7,1
NCT03787030,PHASE3,160,ACTUAL,2018-12-21,2019-02-28,OTHER,1,1,1
NCT01071239,PHASE2,1,ACTUAL,2009-04,2016-08-30,OTHER,1,1,1
NCT04001075,PHASE1|PHASE2,32,ACTUAL,2019-02-25,2021-06-30,INDUSTRY,1,4,1
NCT00505375,PHASE2,112,ACTUAL,2008-02,2012-05,NIH,1,13,2
NCT00927901,PHASE2,30,ACTUAL,2009-06,2009-11,INDUSTRY,1,3,3
NCT01231412,PHASE3,174,ACTUAL,2010-11,2016-10-08,OTHER,19,11,3
NCT03760081,PHASE2,19,ACTUAL,2019-03-19,2020-10-16,INDUSTRY,2,3,1
NCT00402181,PHASE2,53,ACTUAL,2006-10,2009-07,INDUSTRY,1,13,2
NCT03019419,PHASE2,66,ACTUAL,2017-04-24,2020-12-23,OTHER,1,12,1
NCT04156230,PHASE2,52,ACTUAL,2020-01-13,2025-08-13,OTHER,1,1,1
NCT03988530,PHASE3,98,ACTUAL,2019-06-07,2020-11-23,INDUSTRY,1,1,1
NCT02112175,PHASE3,46,ACTUAL,2014-04-30,2020-10-12,INDUSTRY,1,73,5
NCT06063057,PHASE1|PHASE2,744,ACTUAL,2023-09-20,2025-12-19,INDUSTRY,2,1,1
NCT04090957,PHASE3,1015,ACTUAL,2019-09-27,2022-08-18,INDUSTRY,2,117,2
NCT01197612,PHASE3,23,ACTUAL,2010-09,2012-06,OTHER,2,1,1
NCT00528112,PHASE3,2885,ACTUAL,2007-08,2011-07,INDUSTRY,1,136,11
NCT04391712,PHASE2,10,ACTUAL,2020-04-30,2020-05-15,OTHER,1,1,1
NCT02896712,PHASE2,118,ACTUAL,2016-11-18,2021-09-13,OTHER,1,1,1
NCT01693081,PHASE2,47,ACTUAL,2007-03,2007-07,OTHER,1,9,2
NCT01564381,PHASE1|PHASE2,64,ACTUAL,2012-03,2015-03,OTHER,1,1,1
NCT00572819,PHASE3,100,ESTIMATED,2008-01,2009-05,OTHER,1,1,1
NCT00635219,PHASE3,766,ACTUAL,2008-02,2009-04,INDUSTRY,1,0,0
NCT04942730,PHASE2,50,ACTUAL,2021-01-21,2024-04-30,OTHER,6,1,1
NCT02268175,PHASE2,75,ACTUAL,2014-10,2018-01,OTHER,3,4,1
NCT04833257,PHASE2,63,ACTUAL,2021-04-14,2025-05-30,OTHER,1,1,1
NCT01372501,PHASE2,19,ACTUAL,2010-09,2011-11,INDUSTRY,1,1,1
NCT00865501,PHASE3,50,ACTUAL,2008-03,2009-12,OTHER,1,1,1
NCT00304512,PHASE2,9,ACTUAL,2006-09-07,2008-05-09,INDUSTRY,1,6,6
NCT03040128,PHASE1|PHASE2,20,ACTUAL,2013-06-27,2016-11-30,OTHER,1,0,0
NCT04691570,PHASE2,7,ACTUAL,2021-11-10,2023-01-17,INDUSTRY,1,4,4
NCT02304770,PHASE2,73,ACTUAL,2015-01,2017-01,INDUSTRY,2,4,1
NCT01328041,PHASE3,183,ACTUAL,2011-05,2012-05,INDUSTRY,1,89,7
NCT03163966,PHASE2,248,ACTUAL,2017-10-05,2019-01-08,INDUSTRY,1,1,1
NCT00813956,PHASE2,80,ACTUAL,2008-12,2012-10,INDUSTRY,1,2,1
NCT00323622,PHASE2,1737,ACTUAL,2005-04,2007-05,INDUSTRY,1,1,1
NCT06500429,PHASE2,120,ACTUAL,2024-06-24,2024-09-04,INDUSTRY,2,1,1
NCT03110770,PHASE2,2428,ACTUAL,2017-03-29,2019-10-04,NIH,7,17,9
NCT00000570,PHASE3,,,1986-01,,NIH,2,0,0
NCT02183870,PHASE2,34,ACTUAL,2014-05,2018-07-24,OTHER,3,18,3
NCT02560870,PHASE2|PHASE3,32,ACTUAL,2014-03,2015-04,OTHER,1,0,0
NCT00668369,PHASE2,34,ACTUAL,2008-04,2011-09,OTHER,2,1,1
NCT00300469,PHASE3,613,ACTUAL,2006-03,2007-02,INDUSTRY,3,1,1
NCT03781154,PHASE3,31,ACTUAL,2019-10-17,2023-06-26,OTHER,1,4,1
NCT05896254,PHASE1|PHASE2,55,ACTUAL,2023-07-22,2024-12-13,INDUSTRY,1,2,1
NCT04521751,PHASE1|PHASE2,156,ACTUAL,2020-05-07,2021-08-30,INDUSTRY,1,2,1
NCT03528551,PHASE3,160,ACTUAL,2018-04-30,2020-12-03,INDUSTRY,2,67,26
NCT01403051,PHASE2,167,ACTUAL,2011-09,2013-02,NETWORK,1,39,2
NCT02171429,PHASE3,358,ACTUAL,2014-11-14,2020-03-02,INDUSTRY,1,90,19
NCT03503773,PHASE2,350,ACTUAL,2018-09-24,2022-01-31,INDUSTRY,2,4,4
NCT00227669,PHASE2,90,ACTUAL,2005-10,2010-02,OTHER,1,32,1
NCT02654769,PHASE3,441,ACTUAL,2015-02,2015-09,INDUSTRY,1,22,1
NCT02038569,PHASE2,125,ACTUAL,2014-01,2018-02,INDUSTRY,1,35,7
NCT00661141,PHASE2,32,ACTUAL,2008-04,2008-06,INDUSTRY,1,1,1
NCT00896454,PHASE2,33,ACTUAL,2009-11-16,2012-09-13,INDUSTRY,16,24,5
NCT00232505,PHASE2,112,ACTUAL,2005-11,2010-06-21,OTHER,1,14,1
NCT00981305,PHASE3,136,ACTUAL,2009-09,2015-07,OTHER,2,1,1
NCT02328105,PHASE2,11,ACTUAL,2014-12,2017-06-15,OTHER,1,1,1
NCT00612456,PHASE2,70,ACTUAL,2008-03-05,2009-01-01,INDUSTRY,1,27,4
NCT01522651,PHASE2,134,ACTUAL,2012-01-24,2014-03-10,INDUSTRY,1,50,7
NCT03986970,PHASE2,72,ACTUAL,2019-11-11,2021-02-25,OTHER,1,1,1
NCT05706870,PHASE2,190,ACTUAL,2022-12-07,2024-01-04,INDUSTRY,1,18,1
NCT05651841,PHASE3,90,ACTUAL,2023-03-27,2026-01-31,OTHER,1,11,1
NCT04392141,PHASE1|PHASE2,120,ACTUAL,2020-04-01,2020-11-01,OTHER,1,1,1
NCT00796354,PHASE3,210,ACTUAL,2008-11,2010-02,INDUSTRY,1,21,7
NCT04789005,PHASE3,80,ACTUAL,2019-11-10,2020-05-05,OTHER,1,1,1
NCT00645905,PHASE2,148,ACTUAL,2003-06,2005-03,INDUSTRY,1,0,0
NCT00805766,PHASE3,39,ACTUAL,2008-12,2009-11,INDUSTRY,1,4,1
NCT04505722,PHASE3,44325,ACTUAL,2020-09-07,2023-03-31,INDUSTRY,1,225,8
NCT01179529,PHASE2,,,,,OTHER,2,1,1
NCT01349270,PHASE3,40,ACTUAL,2004-06,2013-12,OTHER,1,11,1
NCT00476073,PHASE3,228,ACTUAL,2007-04,2008-01,INDUSTRY,1,1,1
NCT00535873,PHASE2,61,ACTUAL,2007-10,2013-02,OTHER,4,1,1
NCT02658773,PHASE2,120,ACTUAL,2016-01,2016-05,OTHER,1,1,1
NCT00137969,PHASE2|PHASE3,262,ACTUAL,2005-05-10,2008-08-25,INDUSTRY,1,65,2
NCT00109083,PHASE2,300,,2002-03,2006-02,INDUSTRY,1,25,1
NCT03959241,PHASE3,431,ACTUAL,2019-06-25,2022-09-19,OTHER,4,39,1
NCT04577794,PHASE2,31,ACTUAL,2020-10-05,2021-05-17,INDUSTRY,1,15,4
NCT00064051,PHASE2,,,2003-01,2006-08,INDUSTRY,1,7,3
NCT02869022,PHASE3,105,ACTUAL,2016-07,2019-09-02,INDUSTRY,1,9,2
NCT01570751,PHASE3,145,ACTUAL,2012-04,2014-01,INDUSTRY,2,46,2
NCT00134173,PHASE3,1100,,2003-10,,INDUSTRY,3,146,6
NCT03527069,PHASE3,146,ACTUAL,2021-01-29,2024-08-30,INDUSTRY,2,1,1
NCT04869969,PHASE2|PHASE3,70,ACTUAL,2019-06-01,2021-01-01,OTHER,1,1,1
NCT00720941,PHASE3,1110,ACTUAL,2008-08-14,2012-05-21,INDUSTRY,1,227,14
NCT05299554,PHASE3,76,ACTUAL,2022-04-01,2026-01-15,INDUSTRY,1,21,3
NCT04202354,PHASE1|PHASE2,50,ACTUAL,2020-03-03,2021-09-03,INDUSTRY,1,1,1
NCT00608205,PHASE3,69,ACTUAL,2008-01,2012-09,OTHER,1,2,1
NCT00299494,PHASE1|PHASE2,119,ACTUAL,2006-05-04,2014-05-19,INDUSTRY,1,38,13
NCT00192166,PHASE2,1200,,2002-10,2003-03,INDUSTRY,1,1,1
NCT01182766,PHASE2|PHASE3,236,ACTUAL,2011-11-01,2017-10-06,OTHER,2,4,1
NCT04834856,PHASE2,12,ACTUAL,2021-04-01,2021-08-20,INDUSTRY,1,1,1
NCT02727751,PHASE3,312,ACTUAL,2016-03,2017-10,INDUSTRY,1,1,1
NCT00002882,PHASE3,140,ACTUAL,1995-11,2003-08,OTHER,2,1,1
NCT00078559,PHASE1|PHASE2,10,ACTUAL,2003-11,2010-02,OTHER,2,1,1
NCT01093196,PHASE3,660,ACTUAL,2009-10,2012-11,OTHER,1,1,1
NCT01024062,PHASE2,60,ESTIMATED,2002-12,2005-03,INDUSTRY,1,0,0
NCT03656562,PHASE2,107,ACTUAL,2018-12-19,2022-07-27,INDUSTRY,1,31,15
NCT01989546,PHASE1|PHASE2,9,ACTUAL,2014-02-04,2020-03-26,NIH,4,1,1
NCT01726062,PHASE2,360,ACTUAL,2012-08,2018-01-30,OTHER,1,1,1
NCT00130546,PHASE3,112,ACTUAL,2004-11,2008-07,OTHER,1,1,1
NCT02315703,PHASE1|PHASE2,393,ACTUAL,2014-12-22,2017-08-29,INDUSTRY,1,12,5
NCT01582269,PHASE2,158,ACTUAL,2012-04-26,2014-07-26,INDUSTRY,1,29,10
NCT00646854,PHASE3,136,ACTUAL,2008-06,2016-12-31,OTHER,1,59,11
NCT00051454,PHASE1|PHASE2,24,,2003-03,,NIH,1,1,1
NCT00003466,PHASE2,100,ESTIMATED,1998-03,2005-07,OTHER,1,2,1
NCT00337051,PHASE3,120,ACTUAL,2006-06,2010-02,OTHER,3,1,1
NCT00264329,PHASE3,812,ACTUAL,2004-11,2006-04,OTHER,1,4,1
NCT00442169,PHASE2,208,ACTUAL,2005-12,2008-06,INDUSTRY,1,5,1
NCT06656169,PHASE1|PHASE2,25,ACTUAL,2021-01-01,2023-01-06,OTHER_GOV,1,2,1
NCT03919773,PHASE1|PHASE2,30,ACTUAL,2018-10-29,2023-06-26,OTHER,1,1,1
NCT02605954,PHASE3,275,ACTUAL,2015-11-18,2017-06-14,INDUSTRY,1,49,6
NCT00353405,PHASE3,1650,ACTUAL,2006-10,2010-12,OTHER,2,4,1
NCT03797456,PHASE2,111,ACTUAL,2019-04-01,2023-12-27,INDUSTRY,1,32,1
NCT02121756,PHASE1|PHASE2,40,ACTUAL,2014-07,2017-10,OTHER,1,1,1
NCT00755456,PHASE2,35,ACTUAL,2008-01,2012-09,INDUSTRY,2,12,1
NCT00388856,PHASE2,400,ACTUAL,2006-10,2009-11,OTHER,1,1,1
NCT00097422,PHASE2,,,2004-11-01,2005-04-01,INDUSTRY,1,1,1
NCT01270594,PHASE2,97,ACTUAL,2011-01,2011-11,OTHER,1,1,1
NCT01515566,PHASE1|PHASE2,26,ACTUAL,2012-04,2013-04,OTHER,2,1,1
NCT01283022,PHASE2,24,ACTUAL,2011-05,2011-07,INDUSTRY,2,1,1
NCT02483455,PHASE2,21,ACTUAL,2015-04,2015-10,INDUSTRY,1,1,1
NCT01415726,PHASE1|PHASE2,25,ACTUAL,2011-07,2012-02,OTHER,1,1,1
NCT00000678,PHASE2,320,,,1992-07,NIH,1,10,1
NCT01329185,PHASE2,17,ACTUAL,2011-06,2014-04,OTHER,2,1,1
NCT05116085,PHASE2,33,ACTUAL,2022-01-26,2023-09-26,INDUSTRY,1,8,1
NCT04391985,PHASE1|PHASE2,113,ACTUAL,2017-03-01,2017-10-31,OTHER,1,1,1
NCT01431443,PHASE2,160,ACTUAL,2011-05,2014-09,OTHER,1,1,1
NCT00338143,PHASE3,1200,,2003-10,,INDUSTRY,1,0,0
NCT01460615,PHASE2,,,2011-02,2017-01,OTHER,2,1,1
NCT00257608,PHASE3,1145,ACTUAL,2006-01,2014-11,INDUSTRY,1,247,17
NCT03982225,PHASE2,143,ACTUAL,2019-07-01,2022-10-21,INDUSTRY,1,4,1
NCT00405925,PHASE3,207,ACTUAL,2003-03,2009-08,OTHER,1,1,1
NCT00259025,PHASE2,60,ACTUAL,2006-09,2007-07,OTHER,1,1,1
NCT02851576,PHASE1|PHASE2,14,ACTUAL,2011-08,2015-03,OTHER,1,1,1
NCT00688740,PHASE3,1491,ACTUAL,1997-06,2010-01,INDUSTRY,1,20,20
NCT00381550,PHASE2,35,ACTUAL,2006-08,2011-03,NIH,10,1,1
NCT02283268,PHASE3,24,ACTUAL,2015-04-01,2016-07-06,INDUSTRY,1,34,13
NCT06640868,PHASE3,50,ACTUAL,2024-11-04,2025-02-20,OTHER,2,1,1
NCT03186040,PHASE1|PHASE2,7,ACTUAL,2017-07-13,2020-04-30,OTHER,1,1,1
NCT00248989,PHASE3,150,ACTUAL,2004-11-01,2005-11-24,OTHER,2,1,1
NCT03123068,PHASE1|PHASE2,74,ACTUAL,2017-04-17,2018-12-14,OTHER,1,1,1
NCT01643668,PHASE2,34,ACTUAL,2012-07,2016-08,OTHER,3,3,1
NCT00063674,PHASE2|PHASE3,240,ESTIMATED,2003-04,,NIH,3,1,1
NCT00890474,PHASE3,212,ACTUAL,2004-10,2008-12,OTHER,1,1,1
NCT04991974,PHASE2|PHASE3,373,ACTUAL,2021-09-17,2026-01-31,OTHER,1,2,1
NCT03295318,PHASE2,375,ACTUAL,2017-11-15,2018-08-31,INDUSTRY,1,1,1
NCT02672540,PHASE2,34,ACTUAL,2016-07,2017-05-31,INDUSTRY,1,4,4
NCT03019640,PHASE2,22,ACTUAL,2017-10-10,2021-08-16,OTHER,7,1,1
NCT01984489,PHASE2,120,ACTUAL,2012-06,2013-05,INDUSTRY,1,0,0
NCT00058968,PHASE3,660,,2002-10,,INDUSTRY,1,1,1
NCT00325468,PHASE3,200,ACTUAL,2006-05-01,2011-03-28,INDUSTRY,1,0,0
NCT03589768,PHASE2,399,ACTUAL,2019-01-24,2020-07-01,NIH,6,2,2
NCT00475150,PHASE2,39,ACTUAL,2008-05,2011-07,NIH,11,5,1
NCT01083550,PHASE2|PHASE3,74,ACTUAL,2010-02,2016-11,OTHER,1,1,1
NCT00434668,PHASE2,99,ESTIMATED,2005-12,2010-09,OTHER,1,3,1
NCT02492568,PHASE2,92,ACTUAL,2015-07,2018-06,OTHER,1,1,1
NCT00140374,PHASE1|PHASE2,36,,1998-12,,INDUSTRY,1,0,0
NCT00684918,PHASE2,18,ACTUAL,2008-04,2009-08,INDUSTRY,1,13,2
NCT01246440,PHASE2,39,ACTUAL,2010-06,2014-02,OTHER,1,17,1
NCT07171840,PHASE3,43,ACTUAL,2021-05-01,2022-07-23,OTHER,1,1,1
NCT04983589,PHASE3,230,ACTUAL,2021-09-02,2022-02-11,INDUSTRY,1,23,1
NCT01524289,PHASE3,306,ACTUAL,2012-02-03,2014-02-12,INDUSTRY,2,0,0
NCT02503189,PHASE3,,,,2017-01,INDUSTRY,1,1,1
NCT05509868,PHASE3,182,ACTUAL,2022-07-25,2025-02-28,INDUSTRY,1,1,1
NCT01241591,PHASE3,1101,ACTUAL,2010-11,2013-01,INDUSTRY,1,122,26
NCT02610491,PHASE2,53,ACTUAL,2015-02,2015-10,OTHER,2,1,1
NCT03000374,PHASE2,34,ACTUAL,2017-05-30,2020-10-31,OTHER,1,11,1
NCT00107848,PHASE3,280,,2004-10,,INDUSTRY,2,61,2
NCT03894748,PHASE2|PHASE3,168,ACTUAL,2011-12,2012-08,INDUSTRY,1,3,1
NCT03405155,PHASE2,26,ACTUAL,2018-01-17,2025-12-15,OTHER,1,4,1
NCT00449878,PHASE3,163,ACTUAL,2007-05,2008-06,INDUSTRY,2,29,1
NCT00005878,PHASE2,,,2000-07,2005-09,OTHER,1,8,1
NCT04625985,PHASE2,20,ACTUAL,2020-07-14,2021-03-08,INDUSTRY,1,1,1
NCT03661385,PHASE3,300,ACTUAL,2018-07-11,2022-03-23,OTHER,2,4,4
NCT01174043,PHASE2,11,ACTUAL,2010-07,2012-03,OTHER,1,1,1
NCT00214643,PHASE3,160,,2005-06,,UNKNOWN,1,1,1
NCT01393743,PHASE3,163,ACTUAL,2011-09,2014-05,INDUSTRY,1,0,0
NCT03886415,PHASE2,118,ACTUAL,2019-01-08,2021-02-02,INDUSTRY,1,1,1
NCT02715115,PHASE2,82,ACTUAL,2016-03,2017-01-05,INDUSTRY,1,12,1
NCT04448808,PHASE2,170,ACTUAL,2020-10-01,2025-01-02,OTHER,1,4,1
NCT00409825,PHASE2,61,ACTUAL,2006-03,2008-04,OTHER,1,4,1
NCT02211417,PHASE2,102,ACTUAL,2015-01,2015-11,INDUSTRY,1,14,2
NCT01573117,PHASE2,20,ACTUAL,2010-09,2011-11,OTHER,2,1,1
NCT02013817,PHASE2,43,ACTUAL,2005-10-11,2012-09-24,INDUSTRY,1,8,1
NCT02353689,PHASE2|PHASE3,84,ACTUAL,2013-10,2014-12,OTHER,1,0,0
NCT01174589,PHASE2,100,ACTUAL,2010-09,2014-06,OTHER,1,1,1
NCT03279289,PHASE2,170,ACTUAL,2017-10-25,2023-02-09,OTHER,1,1,1
NCT00006968,PHASE1|PHASE2,4,ACTUAL,2000-09,2004-09,OTHER,1,1,1
NCT03170050,PHASE3,107,ACTUAL,2017-03-01,2017-11-21,INDUSTRY,1,2,1
NCT01749891,PHASE1|PHASE2,25,ACTUAL,2012-03,2013-06-04,INDUSTRY,1,1,1
NCT06752174,PHASE3,300,ACTUAL,2023-03-08,2024-04-12,INDUSTRY,1,1,1
NCT00239174,PHASE2,394,ACTUAL,2004-11,2005-11,INDUSTRY,1,5,5
NCT00002674,PHASE2,30,ESTIMATED,1994-10,2000-03,OTHER,1,1,1
NCT00619840,PHASE3,363,ACTUAL,2004-11,2006-05,INDUSTRY,1,1,1
NCT03532789,PHASE2|PHASE3,66,ACTUAL,2018-05-14,2019-10-23,OTHER,1,1,1
NCT01379989,PHASE3,617,ACTUAL,2011-06,2020-12-17,OTHER,1,132,11
NCT05981040,PHASE2,24,ACTUAL,2023-11-09,2024-06-26,INDUSTRY,1,7,1
NCT00396591,PHASE2,16,ACTUAL,2006-10,2008-11,INDUSTRY,1,3,3
NCT05173818,PHASE2,20,ACTUAL,2022-06-28,2025-08-01,OTHER,2,1,1
NCT02123368,PHASE1|PHASE2,30,ACTUAL,2012-05,2014-11,OTHER,1,2,1
NCT00117650,PHASE2,289,ACTUAL,2005-02,2008-09,INDUSTRY,3,47,3
NCT00414050,PHASE3,1718,ACTUAL,2006-10-06,2007-10-22,INDUSTRY,1,0,0
NCT02371668,PHASE2,104,ACTUAL,2015-02-25,2018-11-30,NIH,1,1,1
NCT00861068,PHASE2,44,ACTUAL,2002-02,2002-12,INDUSTRY,1,0,0
NCT00387140,PHASE2,89,ACTUAL,2006-10,2007-05,INDUSTRY,2,0,0
NCT02205840,PHASE2|PHASE3,240,ACTUAL,2014-07,2014-11,INDUSTRY,1,1,1
NCT05081089,PHASE2,80,ACTUAL,2021-10-12,2021-12-16,OTHER,1,1,1
NCT01313689,PHASE3,122,ACTUAL,2011-04-14,2014-03-18,INDUSTRY,1,80,17
NCT01069991,PHASE2,345,ACTUAL,2002-01,2006-04,OTHER,1,1,1
NCT02276274,PHASE3,12,ACTUAL,2014-06,2014-06,INDUSTRY,1,1,1
NCT02167789,PHASE3,520,ACTUAL,2009-09,2013-06,INDUSTRY,1,50,9
NCT01048268,PHASE1|PHASE2,30,ACTUAL,2009-12,2014-04,OTHER,1,1,1
NCT04531540,PHASE3,225,ACTUAL,2013-09-09,2013-10-18,INDUSTRY,1,1,1
NCT00094991,PHASE3,42,,2004-05,2006-05,INDUSTRY,1,2,2
NCT06178991,PHASE3,8795,ACTUAL,2023-12-20,2024-11-26,INDUSTRY,2,106,1
NCT00382174,PHASE2,72,ACTUAL,2006-05,2008-12,INDUSTRY,1,12,1
NCT02437318,PHASE3,572,ACTUAL,2015-07-23,2018-06-12,INDUSTRY,1,197,31
NCT04239950,PHASE3,316,ACTUAL,2020-05-09,2023-07-20,INDUSTRY,1,1,1
NCT00679289,PHASE2,36,ACTUAL,2008-03-28,2014-02-03,OTHER,2,2,1
NCT00152789,PHASE2,40,ESTIMATED,2001-04,2008-03,OTHER,1,1,1
NCT00550589,PHASE2,33,ACTUAL,2007-09,2010-02,NETWORK,2,8,1
NCT01096368,PHASE3,479,ACTUAL,2010-05-07,2021-12-31,NETWORK,6,209,4
NCT02756650,PHASE2,8,ACTUAL,2016-06-23,2019-01-31,INDUSTRY,1,1,1
NCT00071591,PHASE2,240,,2001-07,2006-11,OTHER,1,1,1
NCT02078674,PHASE1|PHASE2,610,ACTUAL,2014-03,2015-07,INDUSTRY,1,5,1
NCT00974974,PHASE3,471,ACTUAL,2009-09,2011-01,INDUSTRY,1,73,8
NCT05357755,PHASE2,90,ACTUAL,2022-06-13,2023-03-23,INDUSTRY,1,34,6
NCT00244855,PHASE2,32,ACTUAL,2004-05,2008-12,OTHER,23,1,1
NCT01348243,PHASE3,260,ACTUAL,2011-10,2013-03,INDUSTRY,1,1,1
NCT00807443,PHASE2,10,ACTUAL,2009-09,2011-12,OTHER,2,1,1
NCT01380743,PHASE2,25,ACTUAL,2011-10-31,2013-01-04,INDUSTRY,1,15,4
NCT01890343,PHASE2,34,ACTUAL,2009-09,2012-12,INDUSTRY,2,1,1
NCT01098435,PHASE2,69,ACTUAL,2010-05,2011-05,INDUSTRY,1,6,1
NCT02348008,PHASE1|PHASE2,61,ACTUAL,2015-03,2019-12-05,OTHER,1,9,1
NCT01605825,PHASE2,83,ACTUAL,2012-05,2013-02,INDUSTRY,1,20,1
NCT00377676,PHASE3,3095,ACTUAL,2004-07,2007-01,INDUSTRY,1,0,0
NCT04585776,PHASE2,31,ACTUAL,2020-10-30,2021-05-27,INDUSTRY,1,3,1
NCT02017340,PHASE3,511,ACTUAL,2013-04-24,2016-12-16,OTHER,1,23,9
NCT03855189,PHASE3,345,ACTUAL,1993-08-23,1993-10-08,INDUSTRY,1,0,0
NCT00432289,PHASE1|PHASE2,30,ESTIMATED,2006-11,2009-06,OTHER,1,1,1
NCT02250950,PHASE2|PHASE3,57,ACTUAL,2014-06,2015-02,OTHER,1,1,1
NCT04847050,PHASE2,19,ACTUAL,2021-04-28,2023-05-25,NIH,5,1,1
NCT00369850,PHASE3,458,ACTUAL,2004-05,2008-05,NETWORK,2,16,8
NCT00021450,PHASE3,819,ACTUAL,2001-04,2008-04,NETWORK,1,20,11
NCT01745640,PHASE2,63,ACTUAL,2012-01,2015-12,OTHER,1,20,1
NCT00117468,PHASE2,20,ESTIMATED,2005-06,2006-04,INDUSTRY,1,1,1
NCT00385268,PHASE2,60,ACTUAL,2006-11,2008-05,OTHER,1,1,1
NCT00616668,PHASE2,20,ACTUAL,2003-01,,OTHER_GOV,1,0,0
NCT00543868,PHASE2,462,ACTUAL,2004-06,2004-08,INDUSTRY,2,0,0
NCT00752791,PHASE2,59,ACTUAL,2008-10,2010-05,INDUSTRY,1,23,5
NCT00326378,PHASE3,434,ACTUAL,2005-10,2013-03,OTHER,1,1,1
NCT00081978,PHASE2,211,ACTUAL,2004-03,,INDUSTRY,1,0,0
NCT04213885,PHASE2,12,ACTUAL,2020-05-04,2024-08-05,OTHER,3,1,1
NCT04157985,PHASE3,161,ACTUAL,2019-11-15,2025-10-14,OTHER,13,1,1
NCT01472185,PHASE3,465,ACTUAL,2011-11,2013-10,INDUSTRY,1,159,10
NCT02376985,PHASE3,174,ACTUAL,2015-03-26,2018-03-31,OTHER,1,1,1
NCT01644643,PHASE3,345,ACTUAL,2013-01,2014-09,INDUSTRY,2,43,18
NCT02663635,PHASE3,30,ACTUAL,2016-01,2016-01,INDUSTRY,1,1,1
NCT00436176,PHASE3,6000,ESTIMATED,2007-06,2008-06,OTHER,1,1,1
NCT00269776,PHASE3,,,1998-11,,INDUSTRY,1,0,0
NCT05465889,PHASE3,348,ACTUAL,2019-05-15,2020-01-09,OTHER,1,1,1
NCT00888940,PHASE2,243,ACTUAL,2009-06,2009-12,INDUSTRY,2,34,3
NCT00108589,PHASE3,,,2004-01,,FED,1,1,1
NCT00811889,PHASE2,227,ACTUAL,2009-04-30,2010-05-31,INDUSTRY,3,42,1
NCT01326689,PHASE3,42,ACTUAL,2011-03,2012-06,INDUSTRY,1,1,1
NCT05445089,PHASE2|PHASE3,600,ACTUAL,2020-08-01,2020-11-01,OTHER,5,1,1
NCT02254291,PHASE3,308,ACTUAL,2014-10-02,2015-11-11,INDUSTRY,2,25,1
NCT05700591,PHASE3,1552,ACTUAL,2023-01-29,2024-03-14,INDUSTRY,1,72,1
NCT00362518,PHASE3,12,ACTUAL,2004-07,2007-06,OTHER,1,1,1
NCT00515450,PHASE3,46,ESTIMATED,2007-07,2010-05,INDUSTRY,1,1,1
NCT02549989,PHASE2,28,ACTUAL,2015-09,2022-03-23,OTHER,2,6,1
NCT00723489,PHASE1|PHASE2,82,ACTUAL,2008-08,2011-04,NIH,1,3,1
NCT00269789,PHASE3,,,1998-03,,INDUSTRY,1,0,0
NCT01522768,PHASE2,42,ACTUAL,2012-03,2023-02-20,OTHER,2,9,1
NCT01881568,PHASE3,79,ACTUAL,2013-01,2014-01,OTHER,1,1,1
NCT01621789,PHASE3,25,ACTUAL,2012-06,2013-07,OTHER,1,1,1
NCT01384591,PHASE1|PHASE2,6,ACTUAL,2011-07,2015-05,OTHER,1,1,1
NCT03525574,PHASE3,507,ACTUAL,2018-10-09,2023-01-09,INDUSTRY,1,110,13
