nct_id,phases,enrollment,enrollment_type,start_date,primary_completion_date,sponsor_class,n_conditions,n_sites,n_countries
NCT01404741,PHASE2,191,ACTUAL,2011-07,2020-05,OTHER,2,17,1
NCT00389441,PHASE2,52,ACTUAL,2006-12,2012-09,INDUSTRY,1,26,9
NCT02722941,PHASE2,30,ACTUAL,2016-06-10,2020-06-07,OTHER,1,1,1
NCT05376241,PHASE2,637,ACTUAL,2022-01-03,2022-05-07,OTHER,1,1,1
NCT01844505,PHASE3,945,ACTUAL,2013-06-11,2016-08-01,INDUSTRY,1,150,22
NCT00306956,PHASE3,1021,ACTUAL,2006-03,2007-08,OTHER,1,5,1
NCT00591851,PHASE2,70,ACTUAL,2004-12,2008-06,OTHER,1,1,1
NCT02787551,PHASE3,514,ACTUAL,2016-07-06,2018-05-25,INDUSTRY,1,124,9
NCT01551953,PHASE2,124,ACTUAL,2011-02,2016-04,OTHER,1,2,1
NCT00016653,PHASE2|PHASE3,48,,2000-06,,NETWORK,1,1,1
NCT03852537,PHASE2,44,ACTUAL,2019-12-02,2020-11-17,OTHER,1,1,1
NCT00787345,PHASE3,50,ESTIMATED,2008-05,2010-07,OTHER,1,2,1
NCT04857645,PHASE2,57,ACTUAL,2021-06-22,2024-04-30,OTHER,2,12,1
NCT02184572,PHASE3,1742,ACTUAL,2014-08-25,2015-08-14,INDUSTRY,2,95,5
NCT04000139,PHASE2,48,ACTUAL,2019-04-01,2021-03-11,OTHER,1,6,1
NCT01637077,PHASE2,46,ACTUAL,2012-01,2013-11,OTHER,2,6,1
NCT00002577,PHASE1|PHASE2,36,ESTIMATED,1995-07,2003-01,NETWORK,1,242,2
NCT00459277,PHASE3,73,ACTUAL,2006-12,2008-07,INDUSTRY,1,1,1
NCT00684775,PHASE2,38,ACTUAL,2008-05,2010-04-30,OTHER,1,1,1
NCT00916175,PHASE2|PHASE3,125,ACTUAL,2008-10,2008-12,OTHER,1,2,1
NCT05190575,PHASE2,8,ACTUAL,2022-01-14,2023-05-06,OTHER,1,1,1
NCT01971775,PHASE3,56,ACTUAL,2011-08,2013-05,OTHER,1,1,1
NCT00264875,PHASE3,220,ACTUAL,2006-02,2008-02,INDUSTRY,2,37,2
NCT04534075,PHASE3,354,ACTUAL,2020-09-02,2024-09-14,OTHER,10,1,1
NCT00080457,PHASE3,240,,2003-05,,INDUSTRY,1,1,1
NCT00275457,PHASE3,346,,2002-10,2004-04,INDUSTRY,1,34,5
NCT00426101,PHASE3,368,ACTUAL,2004-01,2011-12,OTHER,1,1,1
NCT02709512,PHASE2|PHASE3,249,ACTUAL,2017-08-01,2022-08-15,INDUSTRY,1,45,5
NCT02180412,PHASE2,20,ACTUAL,2014-04-28,2022-02-03,OTHER,1,1,1
NCT00312130,PHASE3,20,,2005-04,2006-11,INDUSTRY,1,1,1
NCT06409130,PHASE2,270,ACTUAL,2024-05-20,2025-11-21,INDUSTRY,1,102,14
NCT00530530,PHASE2,474,ACTUAL,2007-09,2009-01,INDUSTRY,1,6,1
NCT00615030,PHASE3,96,ACTUAL,2008-01,2008-07,INDUSTRY,1,7,3
NCT02473328,PHASE2,90,ACTUAL,2015-06,2017-12,OTHER,1,1,1
NCT00130195,PHASE2,100,ACTUAL,2002-09,2008-02,OTHER,1,1,1
NCT00227695,PHASE3,270,ACTUAL,2004-06-08,2013-05-03,OTHER,1,26,7
NCT01074294,PHASE2,740,ACTUAL,2010-03-16,2011-06-20,INDUSTRY,1,35,1
NCT05718466,PHASE3,35,ACTUAL,2010-11,2016-12,OTHER,1,1,1
NCT00551551,PHASE3,280,ACTUAL,2007-11,2011-09,OTHER,3,5,1
NCT01289431,PHASE2,236,ACTUAL,2011-02,2011-04,INDUSTRY,1,1,1
NCT00330902,PHASE3,104,ACTUAL,2004-01,,OTHER,1,1,1
NCT00426153,PHASE2|PHASE3,42,ACTUAL,2007-01,2008-10,OTHER,6,1,1
NCT00826137,PHASE3,200,ACTUAL,2008-12,2009-12,OTHER,1,1,1
NCT04466137,PHASE3,398,ACTUAL,2020-10-16,2021-06-24,INDUSTRY,1,1,1
NCT02393937,PHASE3,963,ACTUAL,2015-02,2015-07,INDUSTRY,2,27,1
NCT04595045,PHASE3,84,ACTUAL,2019-01-24,2022-07-28,OTHER,1,2,1
NCT04581395,PHASE3,300,ACTUAL,2020-10-02,2023-04-25,OTHER,1,1,1
NCT04405739,PHASE2,71,ACTUAL,2020-06-16,2022-02-21,INDUSTRY,1,11,1
NCT00140075,PHASE3,606,ACTUAL,2000-11,2006-08,INDUSTRY,1,54,1
NCT00506857,PHASE1|PHASE2,82,ACTUAL,2003-11,2011-08,OTHER,1,1,1
NCT02364557,PHASE2|PHASE3,129,ACTUAL,2014-12-24,2021-12-20,OTHER,9,162,4
NCT00128401,PHASE2,48,ACTUAL,2005-08,2012-06,NIH,3,1,1
NCT03476330,PHASE2,48,ACTUAL,2018-05-08,2025-03-06,OTHER,2,1,1
NCT01796028,PHASE2,100,ACTUAL,2013-01,2015-12,OTHER,1,1,1
NCT02459028,PHASE2,168,ACTUAL,2015-05,2016-01,NETWORK,2,1,1
NCT01896700,PHASE2|PHASE3,24,ACTUAL,2013-07,2016-04,OTHER,1,1,1
NCT01385800,PHASE2,280,ESTIMATED,2011-08,2013-07,INDUSTRY,2,1,1
NCT04551300,PHASE2,158,ACTUAL,2020-10-13,2022-06-30,INDUSTRY,1,23,1
NCT01601600,PHASE2,40,ACTUAL,2012-01,2013-12,INDUSTRY,1,5,1
NCT00362336,PHASE3,622,ACTUAL,2006-08,2008-05,INDUSTRY,5,2,1
NCT04080544,PHASE2,125,ACTUAL,2019-01-15,2022-06-30,OTHER,2,1,1
NCT02488044,PHASE1|PHASE2,16,ACTUAL,2016-06,2019-02,INDUSTRY,2,9,4
NCT00368134,PHASE3,370,,2006-08,,INDUSTRY,1,1,1
NCT04447534,PHASE3,191,ACTUAL,2020-06-23,2020-07-15,OTHER,1,1,1
NCT01079234,PHASE3,493,ACTUAL,2010-03,2010-11,INDUSTRY,2,82,7
NCT01743651,PHASE3,353,ACTUAL,2012-11,2014-04,INDUSTRY,2,48,3
NCT00240929,PHASE2,150,ACTUAL,2002-09,,INDUSTRY,1,1,1
NCT01552629,PHASE2,22,ACTUAL,2012-01-05,2013-08-28,INDUSTRY,1,4,3
NCT02716129,PHASE2,80,ACTUAL,2016-07,2017-10,OTHER,1,1,1
NCT01188629,PHASE2,475,ACTUAL,2007-07,2011-02,OTHER,2,1,1
NCT04675931,PHASE2,254,ACTUAL,2022-03-07,2025-07-24,INDUSTRY,1,9,7
NCT02477631,PHASE2,19,ACTUAL,2016-02,2017-05,OTHER_GOV,2,1,1
NCT00876031,PHASE3,195,ACTUAL,2009-07-01,2022-06-30,OTHER,1,87,5
NCT04720131,PHASE2,28,ACTUAL,2021-01-01,2023-04-30,OTHER,4,1,1
NCT02538302,PHASE3,66,ACTUAL,2013-07,2015-07,OTHER,1,1,1
NCT00074802,PHASE3,150,ACTUAL,2003-12,2008-05,OTHER,1,2,1
NCT03898102,PHASE2,65,ACTUAL,2016-03,2019-03,OTHER,1,0,0
NCT02279953,PHASE3,151,ACTUAL,2014-10,2016-04,INDUSTRY,1,17,5
NCT01889537,PHASE2,3,ACTUAL,2012-07,2015-06,NIH,1,1,1
NCT03965637,PHASE3,80,ACTUAL,2019-08-23,2020-01-30,OTHER,1,1,1
NCT00167245,PHASE2,170,ACTUAL,2004-09,2010-03,OTHER,2,1,1
NCT01072045,PHASE2,50,ACTUAL,2010-01,2014-12,OTHER,1,1,1
NCT03537495,PHASE2,36,ACTUAL,2021-06-21,2023-03-01,OTHER,2,1,1
NCT04442295,PHASE1|PHASE2,62,ACTUAL,2020-06-29,2023-11-14,INDUSTRY,1,18,1
NCT00552695,PHASE2,45,ACTUAL,2007-08,2008-01,OTHER,1,1,1
NCT00665639,PHASE3,454,ACTUAL,2004-06,2004-12,INDUSTRY,1,31,4
NCT00002639,PHASE2,,,1995-07,,OTHER,1,1,1
NCT00470977,PHASE1|PHASE2,18,ACTUAL,2007-05,2010-12,OTHER,10,2,1
NCT00179257,PHASE3,20,,2004-06,,OTHER,1,0,0
NCT06585319,PHASE2|PHASE3,36,ACTUAL,2020-02-01,2021-06-30,OTHER,1,1,1
NCT04889430,PHASE3,34,ACTUAL,2022-01-17,2026-04-11,INDUSTRY,1,36,8
NCT00262028,PHASE2,910,ACTUAL,2005-04,2006-11,INDUSTRY,1,1,1
NCT00193128,PHASE1|PHASE2,59,ACTUAL,2004-04,2008-02,OTHER,1,7,1
NCT02503865,PHASE1|PHASE2,351,ACTUAL,2003-01,2008-12,OTHER,1,1,1
NCT00670267,PHASE1|PHASE2,10,ACTUAL,2007-01,2009-05,INDUSTRY,1,1,1
NCT00004767,PHASE2,20,,1985-01,,NIH,1,0,0
NCT03593200,PHASE2,4,ACTUAL,2018-08-16,2019-10-22,INDUSTRY,1,3,2
NCT02773407,PHASE3,330,ACTUAL,2016-05-23,2019-08-04,OTHER,1,2,1
NCT05973292,PHASE2,40,ACTUAL,2021-04-01,2022-04-01,OTHER,2,1,1
NCT03882892,PHASE3,400,ESTIMATED,2001-02-02,2002-08-08,INDUSTRY,1,0,0
NCT05133336,PHASE2|PHASE3,196,ACTUAL,2022-04-01,2025-04-30,INDUSTRY,1,57,4
NCT02496611,PHASE2,100,ACTUAL,2015-12,2020-08-14,OTHER,1,1,1
NCT00781911,PHASE2,43,ACTUAL,2009-02,2011-07,INDUSTRY,2,10,1
NCT00198471,PHASE2,10,,2005-07,2006-11,INDUSTRY,2,4,1
NCT07418671,PHASE2,66,ACTUAL,2025-05-01,2025-11-01,OTHER,3,1,1
NCT00293644,PHASE3,76,ACTUAL,2006-02,2012-06,OTHER,2,1,1
NCT02606305,PHASE1|PHASE2,264,ACTUAL,2016-03-02,2021-03-12,INDUSTRY,3,12,4
NCT02804594,PHASE2,15,ACTUAL,2016-10-01,2018-06-01,OTHER,2,1,1
NCT02559622,PHASE3,151,ACTUAL,2014-04,2016-04,INDUSTRY,1,23,1
NCT04546022,PHASE1|PHASE2,210,ACTUAL,2007-07-05,2007-08-12,OTHER,1,0,0
NCT02383251,PHASE2,118,ACTUAL,2015-06-15,2019-08,OTHER,1,36,1
NCT03401229,PHASE3,413,ACTUAL,2018-01-15,2020-07-31,INDUSTRY,1,99,8
NCT03448731,PHASE2,34,ACTUAL,2018-05-10,2020-04-06,OTHER,1,8,1
NCT00535431,PHASE2,32,ACTUAL,2005-12,,INDUSTRY,1,1,1
NCT02799602,PHASE3,1306,ACTUAL,2016-11-30,2021-10-25,INDUSTRY,1,322,23
NCT00264537,PHASE3,637,ACTUAL,2005-12,2008-04,INDUSTRY,1,75,21
NCT01081795,PHASE2,387,ACTUAL,2007-04,2009-01,INDUSTRY,1,29,1
NCT03597295,PHASE2,94,ACTUAL,2018-10-08,2020-06-08,INDUSTRY,1,46,9
NCT04056039,PHASE2,60,ACTUAL,2018-08-14,2019-06-14,OTHER,2,1,1
NCT01911975,PHASE3,25,ACTUAL,2014-09,2017-05,OTHER,1,1,1
NCT03945357,PHASE3,250,ACTUAL,2019-05-15,2023-01-09,OTHER,1,1,1
NCT02827201,PHASE2,127,ACTUAL,2015-11,2017-12,OTHER,1,37,1
NCT04317430,PHASE3,60,ACTUAL,2020-02-01,2022-04-01,OTHER,1,1,1
NCT01747330,PHASE3,40,ACTUAL,2012-06,2012-12,INDUSTRY,1,9,1
NCT00000230,PHASE2,0,,1995-01,,OTHER,1,1,1
NCT01585428,PHASE2,29,ACTUAL,2012-04-13,2016-04-09,NIH,5,1,1
NCT00891267,PHASE3,60,ESTIMATED,2008-10,2011-04,INDUSTRY,2,1,1
NCT03627065,PHASE2,10,ACTUAL,2019-02-28,2019-12-07,INDUSTRY,1,4,1
NCT00004467,PHASE3,173,ACTUAL,1998-06,2006-11,NIH,1,25,1
NCT00135967,PHASE2|PHASE3,30,,2002-05,,OTHER,1,1,1
NCT05288400,PHASE3,150,ACTUAL,2018-05-14,2018-12-18,INDUSTRY,1,15,1
NCT00105807,PHASE2,120,ESTIMATED,2002-07,,FED,1,1,1
NCT01143792,PHASE2,270,ACTUAL,2006-09,2010-12,OTHER,1,1,1
NCT03303092,PHASE2|PHASE3,357,ACTUAL,2017-12-19,2019-11-22,INDUSTRY,1,1,1
NCT00151892,PHASE3,829,ACTUAL,2005-04-08,2009-09-07,INDUSTRY,1,142,28
NCT00748436,PHASE2,187,ACTUAL,2008-09,2009-04,INDUSTRY,1,12,3
NCT02890511,PHASE1|PHASE2,28,ACTUAL,2010-08,2012-10,INDUSTRY,2,1,1
NCT03837171,PHASE3,192,ACTUAL,2019-03-24,2024-02-28,OTHER,3,20,1
NCT00615251,PHASE3,1297,ACTUAL,2008-02,2009-08,INDUSTRY,1,29,1
NCT01442129,PHASE2,30,ACTUAL,2012-04,2013-03,OTHER,3,11,1
NCT01576029,PHASE2,2,ACTUAL,2012-08,2013-12,INDUSTRY,1,8,1
NCT02865031,PHASE1|PHASE2,15,ACTUAL,2015-08,2016-07,OTHER,1,1,1
NCT00406302,PHASE2,41,ACTUAL,2007-01,2011-06,OTHER,1,7,1
NCT00292253,PHASE3,1883,ACTUAL,2001-01,2002-12,INDUSTRY,1,0,0
NCT01568437,PHASE3,70,ACTUAL,2012-01,2013-01,OTHER,3,1,1
NCT00610272,PHASE3,650,ACTUAL,2008-01,2012-04,OTHER_GOV,2,12,11
NCT01601639,PHASE3,30,ACTUAL,2012-09,2013-07,OTHER,1,2,1
NCT03524339,PHASE2|PHASE3,132,ACTUAL,2018-08-01,2020-06-09,OTHER,4,2,1
NCT01821677,PHASE2,354,ACTUAL,2013-02-26,2014-10-30,INDUSTRY,1,0,0
NCT01280201,PHASE2,44,ACTUAL,2011-01-26,2013-04,OTHER,1,10,1
NCT00840801,PHASE3,302,ACTUAL,2009-02-06,2010-05-20,INDUSTRY,1,8,2
NCT03115112,PHASE3,386,ACTUAL,2017-10-12,2018-10-31,INDUSTRY,1,56,6
NCT02434419,PHASE3,45,ACTUAL,2014-01,2015-04,OTHER,1,0,0
NCT04321330,PHASE2,34,ACTUAL,2020-08-07,2023-07-16,INDUSTRY,1,10,1
NCT01284530,PHASE1|PHASE2,30,ACTUAL,2011-01,2012-06,INDUSTRY,1,10,1
NCT00674765,PHASE2,156,ACTUAL,2008-01,2013-01,OTHER,1,1,1
NCT00254267,PHASE2,35,ACTUAL,2005-11,2007-02,INDUSTRY,1,0,0
NCT00537407,PHASE2,50,ACTUAL,2007-09,2010-04,INDUSTRY,1,7,1
NCT00014092,PHASE2,,,1999-12,,OTHER,1,3,1
NCT07444892,PHASE2,230,ACTUAL,2022-04-18,2025-11-17,OTHER,1,1,1
NCT00735007,PHASE3,106,ACTUAL,2008-07,2009-01,INDUSTRY,1,6,6
NCT00827892,PHASE2,84,ACTUAL,2009-03,2013-04,OTHER,1,1,1
NCT04918771,PHASE3,435,ACTUAL,2021-04-29,2023-07-21,INDUSTRY,1,29,1
NCT00947271,PHASE3,1010,ACTUAL,2009-10,2014-06,OTHER,3,1,1
NCT02862171,PHASE3,941,ACTUAL,2016-07-12,2019-01-11,INDUSTRY,1,6,2
NCT04218071,PHASE2,17,ACTUAL,2020-08-20,2022-10-13,INDUSTRY,1,9,1
NCT04769271,PHASE2,30,ACTUAL,2019-11-10,2020-08-15,OTHER,1,1,1
NCT00718744,PHASE2,30,ACTUAL,2008-06,2008-11,INDUSTRY,2,1,1
NCT00109044,PHASE3,540,,2005-03,2006-05,INDUSTRY,1,18,1
NCT02411344,PHASE2,64,ACTUAL,2014-02,2018-01-12,OTHER,1,8,1
NCT01933464,PHASE1|PHASE2,10,ACTUAL,2013-08,2014-02,OTHER,1,1,1
NCT01848964,PHASE1|PHASE2,80,ACTUAL,2013-04,2014-05,OTHER,1,1,1
NCT00373464,PHASE3,126,,2006-03,,OTHER,4,1,1
NCT01416064,PHASE2,78,ACTUAL,2011-09,2013-01,INDUSTRY,1,28,1
NCT03174964,PHASE2,50,ACTUAL,2016-07-20,2017-02-10,OTHER,1,1,1
NCT00049764,PHASE3,474,ACTUAL,2002-11,,INDUSTRY,1,49,11
NCT06192264,PHASE3,480,ACTUAL,2024-01-23,2025-05-19,INDUSTRY,1,41,1
NCT00406809,PHASE1|PHASE2,81,ACTUAL,2006-11,2016-10,INDUSTRY,6,12,2
NCT05325853,PHASE3,61,ACTUAL,2022-04-06,2022-05-27,INDUSTRY,1,1,1
NCT00163345,PHASE3,20,,2003-09,2006-05,INDUSTRY,1,1,1
NCT00363545,PHASE3,1274,ACTUAL,2006-09-01,2007-04-12,INDUSTRY,1,3,1
NCT02315872,PHASE3,8,ACTUAL,2015-05-22,2017-06-20,OTHER,1,5,1
NCT02701595,PHASE3,324,ACTUAL,2016-02-29,2023-02-24,OTHER,1,45,1
NCT04322539,PHASE3,691,ACTUAL,2020-08-12,2022-07-29,INDUSTRY,2,153,14
NCT02216357,PHASE2,19,ACTUAL,2014-08,2016-01,INDUSTRY,1,3,1
NCT04924101,PHASE2,126,ACTUAL,2021-07-15,2025-06-23,INDUSTRY,1,49,11
NCT05817812,PHASE3,93,ACTUAL,2023-07-31,2026-06-02,INDUSTRY,1,30,14
NCT00855530,PHASE3,527,ACTUAL,2005-09,2007-07,INDUSTRY,1,11,11
NCT02846428,PHASE2,182,ACTUAL,2004-03,2011-12,INDUSTRY,1,21,1
NCT01959828,PHASE3,18,ACTUAL,2013-09,2014-03,INDUSTRY,2,7,1
NCT00321828,PHASE2,90,ACTUAL,2006-03,2009-11,NETWORK,1,163,1
NCT00982228,PHASE3,629,ACTUAL,2009-09-01,2010-11-08,INDUSTRY,2,91,6
NCT03392428,PHASE2,201,ACTUAL,2018-01-29,2019-12-31,OTHER,2,11,1
NCT01164228,PHASE2,87,ACTUAL,2010-09-17,2020-03-30,NETWORK,1,99,1
NCT02203565,PHASE2,20,ACTUAL,2014-07,2016-07-07,OTHER,2,1,1
NCT00473265,PHASE2|PHASE3,68,ACTUAL,2004-05,2011-01,OTHER,1,1,1
NCT04674800,PHASE3,52,ACTUAL,2020-11-23,2022-04-20,INDUSTRY,1,15,1
NCT03051100,PHASE2,63,ACTUAL,2017-01-19,2017-06-01,INDUSTRY,1,11,1
NCT01082367,PHASE3,50,ACTUAL,2010-04,2015-06,INDUSTRY,1,19,10
NCT02958267,PHASE2,32,ACTUAL,2016-12,2018-08,OTHER,1,1,1
NCT00995800,PHASE2,46,ACTUAL,2009-10,2010-07,INDUSTRY,1,1,1
NCT00202800,PHASE2,40,ESTIMATED,2002-03,2007-09,OTHER,1,1,1
NCT05570292,PHASE3,40,ACTUAL,2022-10-10,2023-04-20,OTHER,1,1,1
NCT01687192,PHASE2,37,ESTIMATED,2012-10-11,2015-05,OTHER,3,9,1
NCT00150436,PHASE3,276,,2002-02,,INDUSTRY,1,0,0
NCT04379336,PHASE3,1000,ACTUAL,2020-05-04,2022-01-02,OTHER,2,1,1
NCT03763136,PHASE1|PHASE2,20,ACTUAL,2021-10-08,2024-04-30,INDUSTRY,1,1,1
NCT04411836,PHASE3,960,ACTUAL,2021-04-25,2024-09-30,OTHER,4,6,4
NCT02746211,PHASE1|PHASE2,24,ACTUAL,2008-01,2008-12,INDUSTRY,1,1,1
NCT01082211,PHASE2,65,ACTUAL,2010-06,2014-11,NETWORK,1,58,2
NCT02451371,PHASE1|PHASE2,10,ACTUAL,2016-08,2016-12,OTHER,1,1,1
NCT03965871,PHASE2,88,ACTUAL,2019-03-28,2021-01-03,INDUSTRY,1,12,1
NCT00736944,PHASE2,30,ACTUAL,2008-12-19,2010-08-31,OTHER,1,1,1
NCT00372944,PHASE2,70,ACTUAL,2006-08,2008-04,INDUSTRY,1,17,5
NCT00624845,PHASE2|PHASE3,200,ESTIMATED,2007-12,2009-05,INDUSTRY,1,8,1
NCT02414945,PHASE1|PHASE2,9,ACTUAL,2015-05-15,2020-10,OTHER,1,1,1
NCT01225445,PHASE3,60,ACTUAL,2002-04,2010-06,OTHER,4,1,1
NCT00225095,PHASE1|PHASE2,60,ACTUAL,2005-09,2008-04,INDUSTRY,1,8,1
NCT02587195,PHASE3,5,ACTUAL,2015-12-18,2020-08-31,OTHER,1,5,1
NCT05276375,PHASE2,21,ACTUAL,2022-01-14,2023-06-30,OTHER,1,1,1
NCT03976401,PHASE2,110,ACTUAL,2019-05-28,2021-02-10,INDUSTRY,1,27,2
NCT01187212,PHASE2,195,ACTUAL,2010-08,2013-11,OTHER,2,1,1
NCT00325312,PHASE2,114,,2001-01,,OTHER_GOV,1,1,1
NCT05173012,PHASE2,146,ACTUAL,2022-01-05,2024-05-02,INDUSTRY,1,51,1
NCT03249181,PHASE3,268,ACTUAL,2018-01-22,2020-10-20,OTHER,2,2,2
NCT00002719,PHASE3,500,ESTIMATED,1995-12,2001-11,NETWORK,2,1,1
NCT02037230,PHASE1|PHASE2,34,ACTUAL,2014-01,2018-08,OTHER,1,1,1
NCT00038428,PHASE2,40,,2001-06,2005-07,INDUSTRY,1,3,1
NCT02206100,PHASE1|PHASE2,40,ACTUAL,2014-04,2014-08,INDUSTRY,1,1,1
NCT00529100,PHASE1|PHASE2,49,ACTUAL,2005-12,2010-08,INDUSTRY,1,4,1
NCT04444700,PHASE3,465,ACTUAL,2020-07-04,2021-05-10,OTHER,5,1,1
NCT02624336,PHASE2,14,ACTUAL,2015-02,2015-06,OTHER,1,0,0
NCT02516111,PHASE2|PHASE3,120,ACTUAL,2014-09,2015-05,OTHER,1,0,0
NCT02564211,PHASE3,77,ACTUAL,2015-10-26,2017-03-07,INDUSTRY,1,0,0
NCT00197444,PHASE2,33,ACTUAL,2003-01,2008-09,OTHER,2,1,1
NCT04214444,PHASE3,26,ACTUAL,2020-07-03,2024-05-14,OTHER,2,1,1
NCT02806544,PHASE2,35,ACTUAL,2013-01,2014-09,OTHER,2,0,0
NCT00075764,PHASE3,695,ACTUAL,2004-04,2012-12,NETWORK,1,426,2
NCT00139295,PHASE3,,,2004-10,,INDUSTRY,1,24,5
NCT01639339,PHASE3,448,ACTUAL,2012-07-12,2019-07-25,INDUSTRY,1,118,21
NCT02943577,PHASE3,429,ACTUAL,2016-11-02,2018-10-26,INDUSTRY,1,40,1
NCT00784875,PHASE2,643,ACTUAL,2008-10,2010-02,INDUSTRY,2,49,1
NCT00470457,PHASE2,156,ACTUAL,2001-06,,OTHER,1,1,1
NCT00610857,PHASE2,37,ACTUAL,2006-11,2015-01,OTHER,1,1,1
NCT01283581,PHASE2,256,ACTUAL,2011-01,2011-11,INDUSTRY,1,31,1
NCT01120119,PHASE2,,,,,OTHER,1,5,1
NCT03876119,PHASE2|PHASE3,121,ACTUAL,2018-12-05,2021-05-31,OTHER,1,7,1
NCT00729430,PHASE3,358,ACTUAL,2008-08,2013-10,OTHER,2,1,1
NCT01582230,PHASE3,293,ACTUAL,2012-04,2013-05,INDUSTRY,1,21,4
NCT01939730,PHASE2,42,ACTUAL,1999-08,2006-12,OTHER,1,1,1
NCT00087165,PHASE2,22,ACTUAL,2005-01,2006-09,OTHER,1,5,1
NCT02389400,PHASE2,43,ACTUAL,2014-01,2017-09,OTHER,1,1,1
NCT07253207,PHASE3,392,ACTUAL,2024-10-17,2025-06-13,INDUSTRY,1,28,1
NCT02843607,PHASE1|PHASE2,30,ACTUAL,2016-07-01,2017-07-01,OTHER,1,1,1
NCT00884507,PHASE2,389,ACTUAL,2009-05,2010-11,INDUSTRY,1,67,13
NCT04505592,PHASE2,13,ACTUAL,2020-09-25,2022-03-10,OTHER,3,1,1
NCT00856492,PHASE2,215,ACTUAL,2010-04,2015-10,NETWORK,1,366,2
NCT01683292,PHASE2,29,ACTUAL,2006-01,2006-06,OTHER,1,1,1
NCT01242592,PHASE2,56,ACTUAL,2005-02,,OTHER,1,1,1
NCT00567736,PHASE3,150,ACTUAL,2007-08,2009-01,OTHER,1,1,1
NCT01343836,PHASE2|PHASE3,90,ACTUAL,2011-04,2014-06,OTHER,3,1,1
NCT01093807,PHASE2,1039,ACTUAL,2010-03,2011-03,INDUSTRY,1,1,1
NCT00372671,PHASE3,60,,2005-06,2005-08,OTHER,4,1,1
NCT04513171,PHASE2|PHASE3,434,ACTUAL,2018-12-26,2023-06-07,INDUSTRY,1,1,1
NCT01225744,PHASE2,47,ACTUAL,2009-04,2013-05,OTHER,1,3,1
NCT00459771,PHASE3,210,ACTUAL,2007-06,2013-12,OTHER,1,19,1
NCT03490344,PHASE2,10,ACTUAL,2018-05-03,2023-03-23,OTHER,1,7,1
NCT01472757,PHASE2|PHASE3,374,ACTUAL,2011-10,2013-05,INDUSTRY,1,82,5
NCT02789657,PHASE2,32,ACTUAL,2016-11-21,2019-11-14,OTHER,1,2,1
NCT03390101,PHASE3,213,ACTUAL,2017-12-26,2018-07-30,INDUSTRY,1,1,1
NCT00460512,PHASE3,1814,ACTUAL,2007-04-25,2009-01-22,INDUSTRY,1,231,22
NCT01527981,PHASE2,9,ACTUAL,2008-03,2010-11,OTHER,2,1,1
NCT00813319,PHASE3,216,ACTUAL,2009-10,2012-11,OTHER,1,2,1
NCT01106430,PHASE3,267,ACTUAL,2010-06-28,2012-07-19,INDUSTRY,1,64,10
NCT03651128,PHASE3,386,ACTUAL,2019-04-16,2026-04-13,INDUSTRY,1,62,13
NCT00881530,PHASE2,660,ACTUAL,2009-03,2011-05,INDUSTRY,1,137,21
NCT03198728,PHASE3,314,ACTUAL,2017-07-05,2020-05-01,INDUSTRY,1,36,1
NCT02630628,PHASE3,130,ACTUAL,2015-12-05,2024-12-27,OTHER,1,1,1
NCT02566265,PHASE2,122,ACTUAL,2015-09,2017-10,OTHER,5,1,1
NCT00631007,PHASE2,367,ACTUAL,2008-02,2009-08,INDUSTRY,1,66,2
NCT04893707,PHASE2,127,ACTUAL,2021-06-07,2023-02-03,INDUSTRY,1,1,1
NCT01259492,PHASE3,725,ACTUAL,2010-11,2012-08,INDUSTRY,1,68,9
NCT01298492,PHASE2,268,ACTUAL,2011-07-01,2016-07-27,INDUSTRY,1,112,15
NCT04554836,PHASE2,6,ACTUAL,2020-12-29,2024-06-11,OTHER,2,4,1
NCT02296411,PHASE2,98,ACTUAL,2014-11-21,2015-08-13,INDUSTRY,1,28,5
NCT00152971,PHASE3,2615,ACTUAL,2004-11,2006-06,INDUSTRY,2,94,4
NCT00000871,PHASE2,420,,,,NIH,1,18,1
NCT04172571,PHASE2,31,ACTUAL,2018-11-22,2022-06-01,INDUSTRY,1,1,1
NCT00366171,PHASE3,120,,2006-11,,INDUSTRY,1,83,1
NCT00283244,PHASE2,147,ACTUAL,2006-03,2014-09,OTHER,1,11,1
NCT00996034,PHASE2,14,ACTUAL,2009-09,2011-02,OTHER,1,1,1
NCT01414634,PHASE1|PHASE2,9,ACTUAL,2010-02,2012-10,OTHER,1,0,0
NCT06121934,PHASE3,250,ACTUAL,2023-10-01,2023-12-20,OTHER,1,1,1
NCT00976495,PHASE2,154,ACTUAL,2009-10,2010-11,INDUSTRY,1,12,3
NCT00811395,PHASE2,182,ACTUAL,2007-10,2010-04,INDUSTRY,1,7,7
NCT02965495,PHASE1|PHASE2,30,ESTIMATED,2016-11,2017-09,INDUSTRY,1,1,1
NCT01753739,PHASE2,617,ACTUAL,2013-01,2013-02,INDUSTRY,1,1,1
NCT01986075,PHASE1|PHASE2,145,ACTUAL,2014-01,2021-01,OTHER,1,1,1
NCT03719612,PHASE3,160,ACTUAL,2018-12-28,2020-01-09,INDUSTRY,1,15,1
NCT06259981,PHASE2,75,ACTUAL,2024-05-20,2024-10-23,INDUSTRY,1,5,1
NCT02374281,PHASE3,180,ACTUAL,2014-12,2015-04,OTHER,2,1,1
NCT00312481,PHASE2,65,ACTUAL,2005-07,,INDUSTRY,1,1,1
